SHOES,PRICES,LINKS
Jordan 4 Retro SE Craft Photon Dust,$133 ,"https://images.stockx.com/images/Air-Jordan-4-Retro-SE-Craft-Photon-Dust-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=75&auto=compress&dpr=1&trim=color&updated_at=1675766632&fm=avif&q=57 1x,
https://images.stockx.com/images/Air-Jordan-4-Retro-SE-Craft-Photon-Dust-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=75&auto=compress&dpr=2&trim=color&updated_at=1675766632&fm=avif&q=60 2x,
https://images.stockx.com/images/Air-Jordan-4-Retro-SE-Craft-Photon-Dust-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=75&auto=compress&dpr=3&trim=color&updated_at=1675766632&fm=avif&q=41 3x"
Jordan 4 Retro SE Paris Olympics Wet Cement,$233 ,"https://images.stockx.com/images/Air-Jordan-4-Retro-SE-Paris-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=75&auto=compress&dpr=1&trim=color&updated_at=1719604258&fm=avif&q=57 1x,
https://images.stockx.com/images/Air-Jordan-4-Retro-SE-Paris-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=75&auto=compress&dpr=2&trim=color&updated_at=1719604258&fm=avif&q=60 2x,
https://images.stockx.com/images/Air-Jordan-4-Retro-SE-Paris-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=75&auto=compress&dpr=3&trim=color&updated_at=1719604258&fm=avif&q=41 3x"
Jordan 4 Retro Taupe Haze,$317 ,"https://images.stockx.com/images/Air-Jordan-4-Retro-Taupe-Haze-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=75&auto=compress&dpr=1&trim=color&updated_at=1611952467&fm=avif&q=57 1x,
https://images.stockx.com/images/Air-Jordan-4-Retro-Taupe-Haze-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=75&auto=compress&dpr=2&trim=color&updated_at=1611952467&fm=avif&q=60 2x,
https://images.stockx.com/images/Air-Jordan-4-Retro-Taupe-Haze-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=75&auto=compress&dpr=3&trim=color&updated_at=1611952467&fm=avif&q=41 3x"
Jordan 4 Retro Thunder (2023),$223 ,"https://images.stockx.com/images/Air-Jordan-4-Retro-Thunder-2023-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=75&auto=compress&dpr=1&trim=color&updated_at=1680288788&fm=avif&q=57 1x,
https://images.stockx.com/images/Air-Jordan-4-Retro-Thunder-2023-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=75&auto=compress&dpr=2&trim=color&updated_at=1680288788&fm=avif&q=60 2x,
https://images.stockx.com/images/Air-Jordan-4-Retro-Thunder-2023-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=75&auto=compress&dpr=3&trim=color&updated_at=1680288788&fm=avif&q=41 3x"
Jordan 4 Retro Travis Scott Cactus Jack,$864 ,"https://images.stockx.com/images/Air-Jordan-4-Retro-Travis-Scott-Cactus-Jack-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=75&auto=compress&dpr=1&trim=color&updated_at=1682532259&fm=avif&q=57 1x,
https://images.stockx.com/images/Air-Jordan-4-Retro-Travis-Scott-Cactus-Jack-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=75&auto=compress&dpr=2&trim=color&updated_at=1682532259&fm=avif&q=60 2x,
https://images.stockx.com/images/Air-Jordan-4-Retro-Travis-Scott-Cactus-Jack-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=75&auto=compress&dpr=3&trim=color&updated_at=1682532259&fm=avif&q=41 3x"
Jordan 4 Retro Travis Scott Cactus Jack (Friends and Family),"$7,800 ","https://images.stockx.com/images/Air-Jordan-4-Retro-Travis-Scott-Cactus-Jack-Product-f-f.jpg?fit=fill&bg=FFFFFF&w=140&h=75&auto=compress&dpr=1&trim=color&updated_at=1719328287&fm=avif&q=57 1x,
https://images.stockx.com/images/Air-Jordan-4-Retro-Travis-Scott-Cactus-Jack-Product-f-f.jpg?fit=fill&bg=FFFFFF&w=140&h=75&auto=compress&dpr=2&trim=color&updated_at=1719328287&fm=avif&q=60 2x,
https://images.stockx.com/images/Air-Jordan-4-Retro-Travis-Scott-Cactus-Jack-Product-f-f.jpg?fit=fill&bg=FFFFFF&w=140&h=75&auto=compress&dpr=3&trim=color&updated_at=1719328287&fm=avif&q=41 3x"
Jordan 4 Retro Union Guava Ice,$495 ,"https://images.stockx.com/images/Air-Jordan-4-Retro-Union-Guava-Ice-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=75&auto=compress&dpr=1&trim=color&updated_at=1609356818&fm=avif&q=57 1x,
https://images.stockx.com/images/Air-Jordan-4-Retro-Union-Guava-Ice-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=75&auto=compress&dpr=2&trim=color&updated_at=1609356818&fm=avif&q=60 2x,
https://images.stockx.com/images/Air-Jordan-4-Retro-Union-Guava-Ice-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=75&auto=compress&dpr=3&trim=color&updated_at=1609356818&fm=avif&q=41 3x"
Jordan 4 Retro Union Off Noir,$399 ,"https://images.stockx.com/images/Air-Jordan-4-Retro-Union-Off-Noir-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=75&auto=compress&dpr=1&trim=color&updated_at=1609356937&fm=avif&q=57 1x,
https://images.stockx.com/images/Air-Jordan-4-Retro-Union-Off-Noir-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=75&auto=compress&dpr=2&trim=color&updated_at=1609356937&fm=avif&q=60 2x,
https://images.stockx.com/images/Air-Jordan-4-Retro-Union-Off-Noir-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=75&auto=compress&dpr=3&trim=color&updated_at=1609356937&fm=avif&q=41 3x"
Jordan 4 Retro University Blue,$378 ,"https://images.stockx.com/images/Air-Jordan-4-Retro-University-Blue-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=75&auto=compress&dpr=1&trim=color&updated_at=1616520672&fm=avif&q=57 1x,
https://images.stockx.com/images/Air-Jordan-4-Retro-University-Blue-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=75&auto=compress&dpr=2&trim=color&updated_at=1616520672&fm=avif&q=60 2x,
https://images.stockx.com/images/Air-Jordan-4-Retro-University-Blue-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=75&auto=compress&dpr=3&trim=color&updated_at=1616520672&fm=avif&q=41 3x"
Jordan 4 Retro White Cement (2016),$416 ,"https://images.stockx.com/images/Air-Jordan-4-Retro-White-Cement-2016-Product_V2.jpg?fit=fill&bg=FFFFFF&w=140&h=75&auto=compress&dpr=1&trim=color&updated_at=1690294620&fm=avif&q=57 1x,
https://images.stockx.com/images/Air-Jordan-4-Retro-White-Cement-2016-Product_V2.jpg?fit=fill&bg=FFFFFF&w=140&h=75&auto=compress&dpr=2&trim=color&updated_at=1690294620&fm=avif&q=60 2x,
https://images.stockx.com/images/Air-Jordan-4-Retro-White-Cement-2016-Product_V2.jpg?fit=fill&bg=FFFFFF&w=140&h=75&auto=compress&dpr=3&trim=color&updated_at=1690294620&fm=avif&q=41 3x"
Jordan 4 Retro White Oreo (2021),$390 ,"https://images.stockx.com/images/Air-Jordan-4-Retro-White-Oreo-2021-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=75&auto=compress&dpr=1&trim=color&updated_at=1620919867&fm=avif&q=57 1x,
https://images.stockx.com/images/Air-Jordan-4-Retro-White-Oreo-2021-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=75&auto=compress&dpr=2&trim=color&updated_at=1620919867&fm=avif&q=60 2x,
https://images.stockx.com/images/Air-Jordan-4-Retro-White-Oreo-2021-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=75&auto=compress&dpr=3&trim=color&updated_at=1620919867&fm=avif&q=41 3x"
Jordan 4 Retro White Thunder,$385 ,"https://images.stockx.com/images/Air-Jordan-4-Retro-White-Thunder-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=75&auto=compress&dpr=1&trim=color&updated_at=1722353047&fm=avif&q=57 1x,
https://images.stockx.com/images/Air-Jordan-4-Retro-White-Thunder-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=75&auto=compress&dpr=2&trim=color&updated_at=1722353047&fm=avif&q=60 2x,
https://images.stockx.com/images/Air-Jordan-4-Retro-White-Thunder-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=75&auto=compress&dpr=3&trim=color&updated_at=1722353047&fm=avif&q=41 3x"
Jordan 4 RM Black Light Bone,$127 ,"https://images.stockx.com/images/Air-Jordan-4-RM-Black-Light-Bone-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=75&auto=compress&dpr=1&trim=color&updated_at=1722970205&fm=avif&q=57 1x,
https://images.stockx.com/images/Air-Jordan-4-RM-Black-Light-Bone-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=75&auto=compress&dpr=2&trim=color&updated_at=1722970205&fm=avif&q=60 2x,
https://images.stockx.com/images/Air-Jordan-4-RM-Black-Light-Bone-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=75&auto=compress&dpr=3&trim=color&updated_at=1722970205&fm=avif&q=41 3x"
Jordan 4 RM SP Nigel Sylvester Driveway Grey,$179 ,"https://images.stockx.com/images/Air-Jordan-4-RM-SP-Nigel-Sylvester-Iron-Grey-Updated.jpg?fit=fill&bg=FFFFFF&w=140&h=75&auto=compress&dpr=1&trim=color&updated_at=1722535867&fm=avif&q=57 1x,
https://images.stockx.com/images/Air-Jordan-4-RM-SP-Nigel-Sylvester-Iron-Grey-Updated.jpg?fit=fill&bg=FFFFFF&w=140&h=75&auto=compress&dpr=2&trim=color&updated_at=1722535867&fm=avif&q=60 2x,
https://images.stockx.com/images/Air-Jordan-4-RM-SP-Nigel-Sylvester-Iron-Grey-Updated.jpg?fit=fill&bg=FFFFFF&w=140&h=75&auto=compress&dpr=3&trim=color&updated_at=1722535867&fm=avif&q=41 3x"
Jordan 4 RM SP Nigel Sylvester Grandma's Driveway,$339 ,"https://images.stockx.com/images/Air-Jordan-4-RM-Nigel-Sylvester-Pro-Green-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=75&auto=compress&dpr=1&trim=color&updated_at=1721827220&fm=avif&q=57 1x,
https://images.stockx.com/images/Air-Jordan-4-RM-Nigel-Sylvester-Pro-Green-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=75&auto=compress&dpr=2&trim=color&updated_at=1721827220&fm=avif&q=60 2x,
https://images.stockx.com/images/Air-Jordan-4-RM-Nigel-Sylvester-Pro-Green-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=75&auto=compress&dpr=3&trim=color&updated_at=1721827220&fm=avif&q=41 3x"
Jordan 5 Retro A Ma Maniére Dusk,$223 ,"https://images.stockx.com/images/Air-Jordan-5-Retro-SP-A-Ma-Maniere-Black-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=75&auto=compress&dpr=1&trim=color&updated_at=1701880170&fm=avif&q=57 1x,
https://images.stockx.com/images/Air-Jordan-5-Retro-SP-A-Ma-Maniere-Black-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=75&auto=compress&dpr=2&trim=color&updated_at=1701880170&fm=avif&q=60 2x,
https://images.stockx.com/images/Air-Jordan-5-Retro-SP-A-Ma-Maniere-Black-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=75&auto=compress&dpr=3&trim=color&updated_at=1701880170&fm=avif&q=41 3x"
Jordan 5 Retro Aqua,$168 ,"https://images.stockx.com/images/Air-Jordan-5-Retro-Aqua-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=75&auto=compress&dpr=1&trim=color&updated_at=1675337822&fm=avif&q=57 1x,
https://images.stockx.com/images/Air-Jordan-5-Retro-Aqua-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=75&auto=compress&dpr=2&trim=color&updated_at=1675337822&fm=avif&q=60 2x,
https://images.stockx.com/images/Air-Jordan-5-Retro-Aqua-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=75&auto=compress&dpr=3&trim=color&updated_at=1675337822&fm=avif&q=41 3x"
Jordan 5 Retro Burgundy (2023),$142 ,"https://images.stockx.com/images/Air-Jordan-5-Retro-Burgundy-2023-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=75&auto=compress&dpr=1&trim=color&updated_at=1692884938&fm=avif&q=57 1x,
https://images.stockx.com/images/Air-Jordan-5-Retro-Burgundy-2023-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=75&auto=compress&dpr=2&trim=color&updated_at=1692884938&fm=avif&q=60 2x,
https://images.stockx.com/images/Air-Jordan-5-Retro-Burgundy-2023-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=75&auto=compress&dpr=3&trim=color&updated_at=1692884938&fm=avif&q=41 3x"
Jordan 5 Retro DJ Khaled We The Best Crimson Bliss,$125 ,"https://images.stockx.com/images/Air-Jordan-5-Retro-DJ-Khaled-We-The-Best-Crimson-Bliss-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=75&auto=compress&dpr=1&trim=color&updated_at=1668526022&fm=avif&q=57 1x,
https://images.stockx.com/images/Air-Jordan-5-Retro-DJ-Khaled-We-The-Best-Crimson-Bliss-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=75&auto=compress&dpr=2&trim=color&updated_at=1668526022&fm=avif&q=60 2x,
https://images.stockx.com/images/Air-Jordan-5-Retro-DJ-Khaled-We-The-Best-Crimson-Bliss-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=75&auto=compress&dpr=3&trim=color&updated_at=1668526022&fm=avif&q=41 3x"
Jordan 5 Retro Georgetown,$167 ,"https://images.stockx.com/images/Air-Jordan-5-Retro-Georgetown-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=75&auto=compress&dpr=1&trim=color&updated_at=1723237827&fm=avif&q=57 1x,
https://images.stockx.com/images/Air-Jordan-5-Retro-Georgetown-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=75&auto=compress&dpr=2&trim=color&updated_at=1723237827&fm=avif&q=60 2x,
https://images.stockx.com/images/Air-Jordan-5-Retro-Georgetown-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=75&auto=compress&dpr=3&trim=color&updated_at=1723237827&fm=avif&q=41 3x"
Jordan 5 Retro Off-White Muslin,$348 ,"https://images.stockx.com/images/Air-Jordan-5-Retro-Off-White-Black-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=75&auto=compress&dpr=1&trim=color&updated_at=1606316394&fm=avif&q=57 1x,
https://images.stockx.com/images/Air-Jordan-5-Retro-Off-White-Black-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=75&auto=compress&dpr=2&trim=color&updated_at=1606316394&fm=avif&q=60 2x,
https://images.stockx.com/images/Air-Jordan-5-Retro-Off-White-Black-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=75&auto=compress&dpr=3&trim=color&updated_at=1606316394&fm=avif&q=41 3x"
Jordan 5 Retro Off-White Sail,$338 ,"https://images.stockx.com/images/Air-Jordan-5-Retro-Off-White-Sail-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=75&auto=compress&dpr=1&trim=color&updated_at=1609357048&fm=avif&q=57 1x,
https://images.stockx.com/images/Air-Jordan-5-Retro-Off-White-Sail-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=75&auto=compress&dpr=2&trim=color&updated_at=1609357048&fm=avif&q=60 2x,
https://images.stockx.com/images/Air-Jordan-5-Retro-Off-White-Sail-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=75&auto=compress&dpr=3&trim=color&updated_at=1609357048&fm=avif&q=41 3x"
Jordan 5 Retro Olive (2024),$150 ,"https://images.stockx.com/images/Air-Jordan-5-Retro-Olive-2024-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=75&auto=compress&dpr=1&trim=color&updated_at=1708724191&fm=avif&q=57 1x,
https://images.stockx.com/images/Air-Jordan-5-Retro-Olive-2024-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=75&auto=compress&dpr=2&trim=color&updated_at=1708724191&fm=avif&q=60 2x,
https://images.stockx.com/images/Air-Jordan-5-Retro-Olive-2024-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=75&auto=compress&dpr=3&trim=color&updated_at=1708724191&fm=avif&q=41 3x"
Jordan 5 Retro Racer Blue,$261 ,"https://images.stockx.com/images/Air-Jordan-5-Retro-Racer-Blue-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=75&auto=compress&dpr=1&trim=color&updated_at=1644491795&fm=avif&q=57 1x,
https://images.stockx.com/images/Air-Jordan-5-Retro-Racer-Blue-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=75&auto=compress&dpr=2&trim=color&updated_at=1644491795&fm=avif&q=60 2x,
https://images.stockx.com/images/Air-Jordan-5-Retro-Racer-Blue-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=75&auto=compress&dpr=3&trim=color&updated_at=1644491795&fm=avif&q=41 3x"
Jordan 5 Retro Racer Blue,$263 ,"https://images.stockx.com/images/Air-Jordan-5-Retro-Racer-Blue-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=75&auto=compress&dpr=1&trim=color&updated_at=1644491795&fm=avif&q=57 1x,
https://images.stockx.com/images/Air-Jordan-5-Retro-Racer-Blue-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=75&auto=compress&dpr=2&trim=color&updated_at=1644491795&fm=avif&q=60 2x,
https://images.stockx.com/images/Air-Jordan-5-Retro-Racer-Blue-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=75&auto=compress&dpr=3&trim=color&updated_at=1644491795&fm=avif&q=41 3x"
Jordan 5 Retro Raging Bull Red (2021),$211 ,"https://images.stockx.com/images/Air-Jordan-5-Retro-Raging-Bulls-Red-2021-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=75&auto=compress&dpr=1&trim=color&updated_at=1616603755&fm=avif&q=57 1x,
https://images.stockx.com/images/Air-Jordan-5-Retro-Raging-Bulls-Red-2021-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=75&auto=compress&dpr=2&trim=color&updated_at=1616603755&fm=avif&q=60 2x,
https://images.stockx.com/images/Air-Jordan-5-Retro-Raging-Bulls-Red-2021-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=75&auto=compress&dpr=3&trim=color&updated_at=1616603755&fm=avif&q=41 3x"
Jordan 5 Retro SE Sail,$170 ,"https://images.stockx.com/images/Air-Jordan-5-Retro-SE-Sail-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=75&auto=compress&dpr=1&trim=color&updated_at=1712760971&fm=avif&q=57 1x,
https://images.stockx.com/images/Air-Jordan-5-Retro-SE-Sail-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=75&auto=compress&dpr=2&trim=color&updated_at=1712760971&fm=avif&q=60 2x,
https://images.stockx.com/images/Air-Jordan-5-Retro-SE-Sail-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=75&auto=compress&dpr=3&trim=color&updated_at=1712760971&fm=avif&q=41 3x"
Jordan 5 Retro UNC University Blue,$222 ,"https://images.stockx.com/images/Air-Jordan-5-Retro-UNC-University-Blue-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=75&auto=compress&dpr=1&trim=color&updated_at=1678264400&fm=avif&q=57 1x,
https://images.stockx.com/images/Air-Jordan-5-Retro-UNC-University-Blue-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=75&auto=compress&dpr=2&trim=color&updated_at=1678264400&fm=avif&q=60 2x,
https://images.stockx.com/images/Air-Jordan-5-Retro-UNC-University-Blue-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=75&auto=compress&dpr=3&trim=color&updated_at=1678264400&fm=avif&q=41 3x"
Jordan 6 Retro Aqua,$144 ,"https://images.stockx.com/images/Air-Jordan-6-Retro-Aqua-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=75&auto=compress&dpr=1&trim=color&updated_at=1697118276&fm=avif&q=57 1x,
https://images.stockx.com/images/Air-Jordan-6-Retro-Aqua-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=75&auto=compress&dpr=2&trim=color&updated_at=1697118276&fm=avif&q=60 2x,
https://images.stockx.com/images/Air-Jordan-6-Retro-Aqua-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=75&auto=compress&dpr=3&trim=color&updated_at=1697118276&fm=avif&q=41 3x"
Jordan 6 Retro Black Infrared (2019),$225 ,"https://images.stockx.com/images/Air-Jordan-6-Retro-Black-Infrared-2019-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=75&auto=compress&dpr=1&trim=color&updated_at=1606315701&fm=avif&q=57 1x,
https://images.stockx.com/images/Air-Jordan-6-Retro-Black-Infrared-2019-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=75&auto=compress&dpr=2&trim=color&updated_at=1606315701&fm=avif&q=60 2x,
https://images.stockx.com/images/Air-Jordan-6-Retro-Black-Infrared-2019-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=75&auto=compress&dpr=3&trim=color&updated_at=1606315701&fm=avif&q=41 3x"
Jordan 6 Retro Carmine (2021),$178 ,"https://images.stockx.com/images/Air-Jordan-6-Retro-Carmine-2020-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=75&auto=compress&dpr=1&trim=color&updated_at=1612286105&fm=avif&q=57 1x,
https://images.stockx.com/images/Air-Jordan-6-Retro-Carmine-2020-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=75&auto=compress&dpr=2&trim=color&updated_at=1612286105&fm=avif&q=60 2x,
https://images.stockx.com/images/Air-Jordan-6-Retro-Carmine-2020-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=75&auto=compress&dpr=3&trim=color&updated_at=1612286105&fm=avif&q=41 3x"
Jordan 6 Retro Chrome,$269 ,"https://images.stockx.com/images/Air-Jordan-6-Retro-Metallic-Silver-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=75&auto=compress&dpr=1&trim=color&updated_at=1669145816&fm=avif&q=57 1x,
https://images.stockx.com/images/Air-Jordan-6-Retro-Metallic-Silver-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=75&auto=compress&dpr=2&trim=color&updated_at=1669145816&fm=avif&q=60 2x,
https://images.stockx.com/images/Air-Jordan-6-Retro-Metallic-Silver-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=75&auto=compress&dpr=3&trim=color&updated_at=1669145816&fm=avif&q=41 3x"
Jordan 6 Retro Cool Grey,$155 ,"https://images.stockx.com/images/Air-Jordan-6-Retro-Cool-Grey-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=75&auto=compress&dpr=1&trim=color&updated_at=1678346939&fm=avif&q=57 1x,
https://images.stockx.com/images/Air-Jordan-6-Retro-Cool-Grey-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=75&auto=compress&dpr=2&trim=color&updated_at=1678346939&fm=avif&q=60 2x,
https://images.stockx.com/images/Air-Jordan-6-Retro-Cool-Grey-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=75&auto=compress&dpr=3&trim=color&updated_at=1678346939&fm=avif&q=41 3x"
Jordan 6 Retro Georgetown (2022),$160 ,"https://images.stockx.com/images/Air-Jordan-6-Retro-Georgetown-2022-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=75&auto=compress&dpr=1&trim=color&updated_at=1663699577&fm=avif&q=57 1x,
https://images.stockx.com/images/Air-Jordan-6-Retro-Georgetown-2022-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=75&auto=compress&dpr=2&trim=color&updated_at=1663699577&fm=avif&q=60 2x,
https://images.stockx.com/images/Air-Jordan-6-Retro-Georgetown-2022-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=75&auto=compress&dpr=3&trim=color&updated_at=1663699577&fm=avif&q=41 3x"
Jordan 6 Retro Olympic (2024),$168 ,"https://images.stockx.com/images/Air-Jordan-6-Retro-Olympic-2024-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=75&auto=compress&dpr=1&trim=color&updated_at=1721831715&fm=avif&q=57 1x,
https://images.stockx.com/images/Air-Jordan-6-Retro-Olympic-2024-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=75&auto=compress&dpr=2&trim=color&updated_at=1721831715&fm=avif&q=60 2x,
https://images.stockx.com/images/Air-Jordan-6-Retro-Olympic-2024-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=75&auto=compress&dpr=3&trim=color&updated_at=1721831715&fm=avif&q=41 3x"
Jordan 6 Retro Reverse Oreo,$137 ,"https://images.stockx.com/images/Air-Jordan-6-Retro-Reverse-Oreo.jpg?fit=fill&bg=FFFFFF&w=140&h=75&auto=compress&dpr=1&trim=color&updated_at=1716473795&fm=avif&q=57 1x,
https://images.stockx.com/images/Air-Jordan-6-Retro-Reverse-Oreo.jpg?fit=fill&bg=FFFFFF&w=140&h=75&auto=compress&dpr=2&trim=color&updated_at=1716473795&fm=avif&q=60 2x,
https://images.stockx.com/images/Air-Jordan-6-Retro-Reverse-Oreo.jpg?fit=fill&bg=FFFFFF&w=140&h=75&auto=compress&dpr=3&trim=color&updated_at=1716473795&fm=avif&q=41 3x"
Jordan 6 Retro Toro Bravo,$175 ,"https://images.stockx.com/images/Air-Jordan-6-Retro-Toro-Bravo-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=75&auto=compress&dpr=1&trim=color&updated_at=1684955871&fm=avif&q=57 1x,
https://images.stockx.com/images/Air-Jordan-6-Retro-Toro-Bravo-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=75&auto=compress&dpr=2&trim=color&updated_at=1684955871&fm=avif&q=60 2x,
https://images.stockx.com/images/Air-Jordan-6-Retro-Toro-Bravo-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=75&auto=compress&dpr=3&trim=color&updated_at=1684955871&fm=avif&q=41 3x"
Jordan 6 Retro Travis Scott,$345 ,"https://images.stockx.com/images/Air-Jordan-6-Retro-Travis-Scott-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=75&auto=compress&dpr=1&trim=color&updated_at=1611191963&fm=avif&q=57 1x,
https://images.stockx.com/images/Air-Jordan-6-Retro-Travis-Scott-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=75&auto=compress&dpr=2&trim=color&updated_at=1611191963&fm=avif&q=60 2x,
https://images.stockx.com/images/Air-Jordan-6-Retro-Travis-Scott-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=75&auto=compress&dpr=3&trim=color&updated_at=1611191963&fm=avif&q=41 3x"
Jordan 6 Retro Travis Scott British Khaki,$185 ,"https://images.stockx.com/images/Air-Jordan-6-Retro-Travis-Scott-British-Khaki-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=75&auto=compress&dpr=1&trim=color&updated_at=1620406101&fm=avif&q=57 1x,
https://images.stockx.com/images/Air-Jordan-6-Retro-Travis-Scott-British-Khaki-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=75&auto=compress&dpr=2&trim=color&updated_at=1620406101&fm=avif&q=60 2x,
https://images.stockx.com/images/Air-Jordan-6-Retro-Travis-Scott-British-Khaki-Product.jpg?fit=fill&bg=FFFFFF&w=140&h=75&auto=compress&dpr=3&trim=color&updated_at=1620406101&fm=avif&q=41 3x"
